fold,epoch,class,train_loss,val_loss,val_f1_macro,val_f1_micro,val_hamming_loss,lr,epoch_time_sec
2,18,DENMIN,0.074531,0.110211,0.949582,0.965,0.035,0.001,29.63
2,19,DENMIN,0.067095,0.106459,0.945173,0.962,0.038,0.001,29.61
2,20,DENMIN,0.063472,0.098992,0.954122,0.968,0.032,0.001,29.63
2,21,DENMIN,0.054853,0.095913,0.955745,0.9695,0.0305,0.001,29.64
2,22,DENMIN,0.059535,0.113397,0.951331,0.966,0.034,0.001,29.63
2,23,DENMIN,0.059456,0.099035,0.957888,0.971,0.029,0.001,29.59
2,24,DENMIN,0.064525,0.097979,0.961611,0.9735,0.0265,0.001,29.62
2,25,DENMIN,0.053308,0.105614,0.952843,0.9675,0.0325,0.001,29.64
2,26,DENMIN,0.046953,0.096988,0.955201,0.969,0.031,0.001,29.67
2,27,DENMIN,0.046856,0.117053,0.951549,0.9665,0.0335,0.00075,29.64
2,28,DENMIN,0.038691,0.108632,0.954194,0.968,0.032,0.00075,29.62
2,29,DENMIN,0.04021,0.101094,0.959108,0.9715,0.0285,0.00075,29.65
2,30,DENMIN,0.035398,0.11632,0.957806,0.9705,0.0295,0.00075,29.62
2,1,LEPPOD,0.308966,1.218601,0.456687,0.457,0.543,0.001,29.61
2,2,LEPPOD,0.134533,0.127465,0.942044,0.957,0.043,0.001,29.65
2,3,LEPPOD,0.099427,0.085665,0.962547,0.9725,0.0275,0.001,29.65
2,4,LEPPOD,0.088367,0.246409,0.883203,0.905,0.095,0.001,29.62
2,5,LEPPOD,0.083414,0.089207,0.961718,0.9715,0.0285,0.001,29.66
2,6,LEPPOD,0.069904,0.172818,0.90692,0.9285,0.0715,0.001,29.61
2,7,LEPPOD,0.069286,0.075668,0.968916,0.9775,0.0225,0.001,29.68
2,8,LEPPOD,0.0624,0.149959,0.919341,0.9445,0.0555,0.001,29.66
2,9,LEPPOD,0.05129,0.069974,0.968742,0.977,0.023,0.001,29.66
2,10,LEPPOD,0.060182,0.060417,0.970225,0.978,0.022,0.001,29.62
2,11,LEPPOD,0.046855,0.063505,0.969695,0.9775,0.0225,0.001,29.63
2,12,LEPPOD,0.041899,0.067344,0.964415,0.974,0.026,0.001,29.6
2,13,LEPPOD,0.036718,0.078547,0.965487,0.975,0.025,0.001,29.62
2,14,LEPPOD,0.038535,0.060472,0.97138,0.979,0.021,0.001,29.61
2,15,LEPPOD,0.039496,0.078819,0.968016,0.977,0.023,0.001,29.62
2,16,LEPPOD,0.0282,0.067621,0.969251,0.977,0.023,0.001,29.62
2,17,LEPPOD,0.02945,0.06801,0.971539,0.979,0.021,0.001,29.65
2,18,LEPPOD,0.04404,0.058035,0.976332,0.9825,0.0175,0.001,29.6
2,19,LEPPOD,0.027045,0.059116,0.971657,0.979,0.021,0.001,29.63
2,20,LEPPOD,0.024123,0.066127,0.972538,0.9795,0.0205,0.001,29.62
2,21,LEPPOD,0.026841,0.063885,0.972313,0.9795,0.0205,0.001,29.62
2,22,LEPPOD,0.023137,0.067337,0.9715,0.979,0.021,0.001,29.6
2,23,LEPPOD,0.024199,0.073624,0.97308,0.98,0.02,0.001,29.64
2,24,LEPPOD,0.020575,0.065867,0.973254,0.9805,0.0195,0.001,29.63
2,25,LEPPOD,0.02233,0.065488,0.976928,0.983,0.017,0.001,29.6
2,26,LEPPOD,0.017998,0.073445,0.974662,0.9815,0.0185,0.001,29.64
2,27,LEPPOD,0.016591,0.093584,0.973842,0.9805,0.0195,0.00075,29.63
2,28,LEPPOD,0.021528,0.064277,0.974698,0.9815,0.0185,0.00075,29.63
2,29,LEPPOD,0.012867,0.104549,0.966054,0.9755,0.0245,0.00075,29.64
2,30,LEPPOD,0.011964,0.070889,0.978831,0.9845,0.0155,0.00075,29.67
3,1,SPHSUR,0.378657,0.357738,0.852846,0.855,0.145,0.001,29.63
3,2,SPHSUR,0.187624,0.4901,0.724066,0.7395,0.2605,0.001,29.62
3,3,SPHSUR,0.15113,0.307432,0.894841,0.896,0.104,0.001,29.61
3,4,SPHSUR,0.135104,0.129439,0.948987,0.949,0.051,0.001,29.65
3,5,SPHSUR,0.133276,0.119227,0.953495,0.9535,0.0465,0.001,29.65
3,6,SPHSUR,0.124271,0.118528,0.951461,0.9515,0.0485,0.001,29.64
3,7,SPHSUR,0.117739,0.106333,0.959,0.959,0.041,0.001,29.63
3,8,SPHSUR,0.113946,0.130641,0.95,0.95,0.05,0.001,29.64
3,9,SPHSUR,0.115596,0.115279,0.956478,0.9565,0.0435,0.001,29.62
3,10,SPHSUR,0.104684,0.131467,0.955499,0.9555,0.0445,0.001,29.62
3,11,SPHSUR,0.103146,0.115538,0.959979,0.96,0.04,0.001,29.6
3,12,SPHSUR,0.098561,0.114259,0.956497,0.9565,0.0435,0.001,29.6
3,13,SPHSUR,0.108164,0.126396,0.951488,0.9515,0.0485,0.001,29.65
3,14,SPHSUR,0.088446,0.140664,0.951416,0.9515,0.0485,0.001,29.65
3,15,SPHSUR,0.095394,0.11636,0.957474,0.9575,0.0425,0.001,29.61
3,16,SPHSUR,0.087972,0.179168,0.93698,0.937,0.063,0.001,29.61
3,17,SPHSUR,0.082804,0.111006,0.957493,0.9575,0.0425,0.001,29.62
3,18,SPHSUR,0.083521,0.113017,0.960499,0.9605,0.0395,0.001,29.6
3,19,SPHSUR,0.073046,0.121397,0.956491,0.9565,0.0435,0.001,29.62
3,20,SPHSUR,0.076126,0.153988,0.941804,0.942,0.058,0.001,29.62
